transaction_id,date,user_id,country,city,product_id,category_x,subcategory,unit_price,quantity,discount_code,payment_type,device,channel,referrer,is_return,return_date,status,notes,revenue,coupon_value,shipping_cost,product_name,category_y,yyyy_mm,net_amount
EvNL36Zz2tQd,2025-07-13 20:30:23,1186,FR,Lyon,1136,Mode,Chaussures,16.58,1.0,ÉTÉ2025,paypal,mobile,app,direct,0,,paid,,16.58,,,Chaussures 17,Mode,2025-07,16.58
L9iab0CA6FXN,2025-10-08 13:43:30,1173,FR,Toulouse,1295,Beauté,Cheveux,17.35,2.0,WELCOME10,crypto,mobile,web,newsletter,0,,paid,,34.7,,,Cheveux 16,Beauté,2025-10,34.7
OZn2NlPXr7Mo,2025-07-16 08:41:29,1777,DE,Berlin,1122,Mode,Chaussures,49.47,3.0,,paypal,tablet,marketplace,tiktok,0,,paid,,148.41,,,Chaussures 3,Mode,2025-07,148.41
KlCeCxQobfAR,2025-09-10 16:57:40,1159,CA,Gatineau,1020,Électronique,Écouteurs,51.05,1.0,,crypto,desktop,app,tiktok,0,,pending,"Client a dit: ""excellent, merci !""",51.05,,,Écouteurs 1,Électronique,2025-09,51.05
iRF83rNTAw1W,2025-09-10 13:26:03,1957,FR,Toulouse,1064,Maison,Cuisine,36.83,2.0,,crypto,desktop,app,direct,0,,pending,,73.66,,,Cuisine 5,Maison,2025-09,73.66
BhY0qu5851Lx,2025-07-15 15:41:09,723,DE,Hamburg,1050,Électronique,Tablettes,28.85,5.0,,paypal,mobile,app,google,0,,paid,,144.25,,,Tablettes 11,Électronique,2025-07,144.25
wqEd4k4vomJx,2025-08-20 17:15:58,641,CA,Toronto,1175,Mode,Accessoires,37.1,3.0,,interac,desktop,marketplace,friend,0,,paid,,111.30000000000001,,,Accessoires 16,Mode,2025-08,111.30000000000001
NdAE1ABE474K,2025-07-21 18:05:30,1240,DE,Hamburg,1264,Beauté,Maquillage,21.62,1.0,,card,mobile,web,newsletter,0,,paid,,21.62,,,Maquillage 5,Beauté,2025-07,21.62
5igkSfwwfvey,2025-10-06 01:41:18,664,DE,Hamburg,1240,Beauté,Soins,16.51,2.0,BLACKFRIDAY,card,mobile,web,friend,0,,paid,,33.02,,,Soins 1,Beauté,2025-10,33.02
G9OlvK7bJF4u,2025-10-14 18:27:14,191,DE,Hamburg,1097,Maison,Décoration,27.95,1.0,,card,desktop,app,instagram,0,,paid,,27.95,,,Décoration 18,Maison,2025-10,27.95
KCeln7b5cVcc,2025-07-10 10:02:18,316,CA,Toronto,1086,Maison,Décoration,38.77,5.0,,crypto,desktop,app,newsletter,0,,failed,,193.85000000000002,,,Décoration 7,Maison,2025-07,193.85000000000002
VuOPnlcL3Vol,2025-10-09 04:50:09,960,CA,Toronto,1207,Sport,Cyclisme,31.72,5.0,WELCOME10,crypto,mobile,web,friend,0,,paid,,158.6,,,Cyclisme 8,Sport,2025-10,158.6
tlmoiu6lEmt3,2025-07-29 21:52:59,1301,FR,Lyon,1254,Beauté,Soins,11.48,1.0,WELCOME10,paypal,mobile,web,friend,0,,refunded,,11.48,,,Soins 15,Beauté,2025-07,11.48
C0ggLW6ZcgN1,2025-10-09 11:49:02,1578,DE,Munich,1136,Mode,Chaussures,16.58,5.0,,card,tablet,app,direct,0,,paid,,82.89999999999999,,,Chaussures 17,Mode,2025-10,82.89999999999999
BgNOiRnmRKSl,2025-08-10 22:14:30,408,CA,Vancouver,1231,Sport,Randonnée,27.34,5.0,ÉTÉ2025,paypal,mobile,web,friend,0,,paid,,136.7,,,Randonnée 12,Sport,2025-08,136.7
PeBw9yHHSIV2,2025-08-08 03:34:23,1408,CA,Gatineau,1021,Électronique,Écouteurs,21.91,1.0,WELCOME10,card,desktop,marketplace,friend,0,,paid,,21.91,,,Écouteurs 2,Électronique,2025-08,21.91
4wj0wxrv82fT,2025-09-07 14:43:42,1962,CA,Vancouver,1101,Maison,Literie,19.88,5.0,,crypto,desktop,app,direct,0,,paid,,99.39999999999999,,,Literie 2,Maison,2025-09,99.39999999999999
T9EV9j8MdTr1,2025-08-17 15:34:30,606,FR,Paris,1006,Électronique,Téléphones,54.03,1.0,ÉTÉ2025,paypal,mobile,web,instagram,0,,paid,,54.03,,,Téléphones 7,Électronique,2025-08,54.03
aNZoyaD1l18z,2025-08-04 04:20:27,768,US,New York,1002,Électronique,Téléphones,33.91,1.0,,crypto,tablet,web,instagram,0,,paid,,33.91,,,Téléphones 3,Électronique,2025-08,33.91
zOh3ffkbcTUf,2025-09-06 22:46:29,537,FR,Toulouse,1111,Maison,Literie,24.21,5.0,,crypto,mobile,web,direct,0,,failed,,121.05000000000001,,,Literie 12,Maison,2025-09,121.05000000000001
J84zNaquxnJZ,2025-07-22 13:36:42,671,DE,Munich,1263,Beauté,Maquillage,14.7,3.0,,crypto,mobile,app,google,0,,paid,,44.099999999999994,,,Maquillage 4,Beauté,2025-07,44.099999999999994
gvEE3nkaRypC,2025-10-10 10:09:39,304,US,New York,1173,Mode,Accessoires,29.1,1.0,STUDENT,crypto,mobile,app,friend,0,,paid,,29.1,,,Accessoires 14,Mode,2025-10,29.1
noPjSR8aGsQP,2025-08-07 09:14:07,421,US,New York,1281,Beauté,Cheveux,34.16,1.0,WELCOME10,paypal,mobile,app,tiktok,0,,refunded,"Paiement réessayé, ok",34.16,,,Cheveux 2,Beauté,2025-08,34.16
LuuqhrbLOFzl,2025-09-07 00:58:40,1525,DE,Munich,1106,Maison,Literie,63.0,3.0,ÉTÉ2025,paypal,desktop,boutique,google,0,,paid,,189.0,,,Literie 7,Maison,2025-09,189.0
7H5fXHzUrLHz,2025-09-25 04:17:22,1695,FR,Marseille,1263,Beauté,Maquillage,14.7,5.0,,card,mobile,web,newsletter,0,,paid,"Livraison express, signature exigée",73.5,,,Maquillage 4,Beauté,2025-09,73.5
L1po0KjawF1G,2025-08-09 22:10:36,1299,FR,Toulouse,1133,Mode,Chaussures,31.09,1.0,,paypal,desktop,app,direct,0,,pending,,31.09,,,Chaussures 14,Mode,2025-08,31.09
mPt4zxd3xmp4,2025-09-25 16:03:31,447,CA,Toronto,1082,Maison,Décoration,51.36,5.0,,interac,mobile,marketplace,direct,0,,paid,,256.8,,,Décoration 3,Maison,2025-09,256.8
CvJSV4lcyuTF,2025-08-24 12:04:54,916,CA,Ottawa,1201,Sport,Cyclisme,32.47,1.0,ÉTÉ2025,paypal,desktop,web,newsletter,0,,paid,,32.47,,,Cyclisme 2,Sport,2025-08,32.47
3ToHMRZoqhAR,2025-09-16 16:40:09,1678,CA,Québec,1076,Maison,Cuisine,25.62,5.0,,paypal,tablet,app,friend,0,,paid,,128.1,,,Cuisine 17,Maison,2025-09,128.1
b6NnT8JCkyvn,2025-08-04 07:01:05,1999,CA,Toronto,1063,Maison,Cuisine,13.49,1.0,,card,tablet,app,tiktok,0,,paid,"Client a dit: ""excellent, merci !""",13.49,,,Cuisine 4,Maison,2025-08,13.49
pdhgZ8ZAAGDj,2025-10-02 22:48:23,1121,CA,Ottawa,1176,Mode,Accessoires,24.69,1.0,,crypto,mobile,app,instagram,0,,paid,,24.69,,,Accessoires 17,Mode,2025-10,24.69
AqHh9ZoABdoI,2025-08-23 21:06:33,1886,MA,Casablanca,1261,Beauté,Maquillage,23.81,1.0,BLACKFRIDAY,interac,desktop,app,google,0,,paid,,23.81,,,Maquillage 2,Beauté,2025-08,23.81
Vzc1Z6Dz0S2Y,2025-08-20 08:19:05,1918,US,San Francisco,1188,Sport,Fitness,16.06,1.0,STUDENT,interac,tablet,app,friend,0,,failed,,16.06,,,Fitness 9,Sport,2025-08,16.06
FOLHoXLTRGuM,2025-08-13 19:48:21,711,US,San Francisco,1078,Maison,Cuisine,25.68,5.0,STUDENT,card,mobile,web,tiktok,0,,paid,,128.4,,,Cuisine 19,Maison,2025-08,128.4
hdrnbGBHB5xj,2025-07-06 16:19:41,1319,DE,Hamburg,1047,Électronique,Tablettes,41.62,2.0,WELCOME10,card,mobile,app,instagram,0,,failed,,83.24,,,Tablettes 8,Électronique,2025-07,83.24
xmgqIrlw30d8,2025-07-22 15:04:48,1591,MA,Marrakech,1091,Maison,Décoration,39.82,1.0,STUDENT,card,desktop,web,friend,0,,pending,,39.82,,,Décoration 12,Maison,2025-07,39.82
WGx1D80JpP8I,2025-08-13 19:49:15,1282,MA,Marrakech,1112,Maison,Literie,25.28,1.0,,paypal,desktop,web,direct,0,,failed,,25.28,,,Literie 13,Maison,2025-08,25.28
qn16qMJ5Ga6p,2025-08-04 10:30:08,1939,US,Boston,1168,Mode,Accessoires,21.7,1.0,,crypto,mobile,web,tiktok,0,,paid,,21.7,,,Accessoires 9,Mode,2025-08,21.7
l0TFNfIl3uTu,2025-08-22 10:50:26,26,CA,Québec,1177,Mode,Accessoires,50.74,5.0,STUDENT,interac,mobile,marketplace,direct,0,,paid,,253.70000000000002,,,Accessoires 18,Mode,2025-08,253.70000000000002
KIjw6meG0Sp2,2025-08-01 10:26:06,131,DE,Munich,1296,Beauté,Cheveux,38.47,5.0,,card,mobile,marketplace,newsletter,0,,paid,,192.35,,,Cheveux 17,Beauté,2025-08,192.35
yrsrek9us557,2025-07-27 18:02:01,1512,US,New York,1117,Maison,Literie,13.68,2.0,,card,mobile,boutique,instagram,0,,paid,,27.36,,,Literie 18,Maison,2025-07,27.36
4M6HMHXp8yMB,2025-10-15 17:09:06,557,CA,Gatineau,1227,Sport,Randonnée,14.31,1.0,STUDENT,card,mobile,app,friend,0,,paid,,14.31,,,Randonnée 8,Sport,2025-10,14.31
dLHbL2UnPaVN,2025-07-06 19:19:51,1919,FR,Lyon,1080,Maison,Décoration,21.98,3.0,,crypto,desktop,app,instagram,0,,paid,"Livraison express, signature exigée",65.94,,,Décoration 1,Maison,2025-07,65.94
PzSz6CAvX9Dh,2025-07-30 19:03:24,1870,CA,Gatineau,1290,Beauté,Cheveux,22.11,5.0,,crypto,mobile,web,tiktok,0,,paid,,110.55,,,Cheveux 11,Beauté,2025-07,110.55
bpoyZcfZNABL,2025-08-25 01:25:09,12,US,Boston,1062,Maison,Cuisine,14.11,1.0,ÉTÉ2025,card,tablet,web,friend,0,,paid,,14.11,,,Cuisine 3,Maison,2025-08,14.11
7dA5e7s1AN2y,2025-09-29 20:04:39,1405,US,Boston,1242,Beauté,Soins,31.58,3.0,ÉTÉ2025,card,mobile,app,tiktok,0,,paid,,94.74,,,Soins 3,Beauté,2025-09,94.74
I5FbQDx9XGWr,2025-09-15 20:32:31,1428,FR,Lyon,1116,Maison,Literie,24.11,1.0,WELCOME10,card,desktop,boutique,tiktok,0,,pending,,24.11,,,Literie 17,Maison,2025-09,24.11
LCLahIGqSM4v,2025-08-11 16:59:01,865,DE,Berlin,1038,Électronique,Écouteurs,12.63,3.0,,interac,desktop,web,direct,0,,paid,,37.89,,,Écouteurs 19,Électronique,2025-08,37.89
PP5NEXunJ5ev,2025-08-25 22:01:10,1903,FR,Toulouse,1175,Mode,Accessoires,37.1,3.0,ÉTÉ2025,interac,desktop,web,google,0,,paid,,111.30000000000001,,,Accessoires 16,Mode,2025-08,111.30000000000001
pDNok7ocncnI,2025-09-26 01:32:59,980,MA,Marrakech,1254,Beauté,Soins,11.48,1.0,,card,mobile,web,instagram,0,,paid,,11.48,,,Soins 15,Beauté,2025-09,11.48
JC8kQxGRUV4D,2025-08-25 03:49:07,1031,MA,Rabat,1260,Beauté,Maquillage,15.43,1.0,STUDENT,paypal,mobile,web,tiktok,0,,paid,⚠️ Douanes: formulaire requis,15.43,,,Maquillage 1,Beauté,2025-08,15.43
6ZECLjPXRLt9,2025-08-19 13:20:49,748,US,Seattle,1230,Sport,Randonnée,17.03,5.0,,card,mobile,app,direct,0,,paid,,85.15,,,Randonnée 11,Sport,2025-08,85.15
CGVdnuj6Unsr,2025-09-15 10:05:51,1251,US,New York,1122,Mode,Chaussures,49.47,1.0,WELCOME10,paypal,desktop,web,google,0,,paid,,49.47,,,Chaussures 3,Mode,2025-09,49.47
81EjupvZra8l,2025-07-07 19:02:17,315,DE,Hamburg,1239,Sport,Randonnée,37.57,1.0,,paypal,mobile,web,direct,0,,paid,"Adresse incomplète, revoir 📦",37.57,,,Randonnée 20,Sport,2025-07,37.57
MNMyFtsWEaG7,2025-08-06 23:21:02,420,FR,Paris,1214,Sport,Cyclisme,20.95,3.0,,paypal,mobile,marketplace,direct,0,,paid,,62.849999999999994,,,Cyclisme 15,Sport,2025-08,62.849999999999994
A1xPUup6aEiW,2025-08-20 03:45:03,999,MA,Marrakech,1209,Sport,Cyclisme,168.4,1.0,,crypto,mobile,web,newsletter,0,,paid,,168.4,,,Cyclisme 10,Sport,2025-08,168.4
D29jATEBqrhG,2025-07-12 07:52:29,215,DE,Hamburg,1175,Mode,Accessoires,37.1,1.0,,interac,desktop,app,newsletter,0,,paid,,37.1,,,Accessoires 16,Mode,2025-07,37.1
EUfEKewokwvn,2025-08-05 19:06:12,1899,FR,Toulouse,1097,Maison,Décoration,27.95,3.0,WELCOME10,paypal,desktop,web,direct,0,,paid,,83.85,,,Décoration 18,Maison,2025-08,83.85
BpVcmVKpk8Mb,2025-09-11 12:06:48,299,FR,Lyon,1274,Beauté,Maquillage,15.02,1.0,BLACKFRIDAY,interac,mobile,web,google,0,,paid,,15.02,,,Maquillage 15,Beauté,2025-09,15.02
Rr72XMc5HRAS,2025-09-20 19:28:21,1683,US,Boston,1141,Mode,Vêtements,47.16,1.0,,crypto,mobile,web,tiktok,0,,paid,"Paiement réessayé, ok",47.16,,,Vêtements 2,Mode,2025-09,47.16
YUuId4SdWMFv,2025-07-05 11:27:02,1911,US,New York,1047,Électronique,Tablettes,41.62,2.0,STUDENT,card,tablet,web,newsletter,0,,failed,,83.24,,,Tablettes 8,Électronique,2025-07,83.24
28QuRP4irfrj,2025-08-03 05:45:47,402,CA,Gatineau,1174,Mode,Accessoires,28.17,1.0,,interac,mobile,app,friend,0,,paid,,28.17,,,Accessoires 15,Mode,2025-08,28.17
ORNrwDUjfihm,2025-10-10 23:28:40,885,CA,Montréal,1090,Maison,Décoration,25.75,1.0,STUDENT,paypal,mobile,app,tiktok,0,,paid,,25.75,,,Décoration 11,Maison,2025-10,25.75
myZP7FeO0UVt,2025-10-14 22:31:29,711,US,San Francisco,1174,Mode,Accessoires,28.17,1.0,,crypto,mobile,app,tiktok,0,,paid,"Paiement réessayé, ok",28.17,,,Accessoires 15,Mode,2025-10,28.17
8uQJC89AMF7O,2025-07-03 21:42:33,525,US,San Francisco,1257,Beauté,Soins,17.22,1.0,BLACKFRIDAY,paypal,desktop,app,newsletter,0,,refunded,,17.22,,,Soins 18,Beauté,2025-07,17.22
sESVQXwTvMiG,2025-08-26 05:17:51,1306,FR,Paris,1220,Sport,Randonnée,78.05,5.0,,crypto,mobile,app,tiktok,0,,paid,,390.25,,,Randonnée 1,Sport,2025-08,390.25
fWT5GimDm6bw,2025-08-15 10:30:51,1286,US,Seattle,1171,Mode,Accessoires,16.32,5.0,,card,mobile,web,direct,0,,paid,,81.6,,,Accessoires 12,Mode,2025-08,81.6
jnUX0sNs271O,2025-09-03 03:18:50,1405,FR,Paris,1016,Électronique,Téléphones,14.78,3.0,WELCOME10,crypto,mobile,boutique,friend,0,,paid,,44.339999999999996,,,Téléphones 17,Électronique,2025-09,44.339999999999996
N3a2mYrrjv8x,2025-10-13 13:54:22,1503,FR,Paris,1208,Sport,Cyclisme,31.74,1.0,ÉTÉ2025,paypal,mobile,web,friend,0,,paid,,31.74,,,Cyclisme 9,Sport,2025-10,31.74
BpH2UTtr75Xz,2025-07-16 13:47:35,293,MA,Rabat,1156,Mode,Vêtements,62.36,1.0,BLACKFRIDAY,paypal,desktop,web,newsletter,0,,paid,,62.36,,,Vêtements 17,Mode,2025-07,62.36
iCPU6zUjzgEz,2025-09-28 09:41:26,239,US,New York,1092,Maison,Décoration,17.27,2.0,STUDENT,paypal,desktop,web,instagram,0,,refunded,"Adresse incomplète, revoir 📦",34.54,,,Décoration 13,Maison,2025-09,34.54
pM34QwDxOMzk,2025-08-23 18:33:26,1098,US,New York,1165,Mode,Accessoires,30.16,5.0,ÉTÉ2025,crypto,mobile,web,tiktok,0,,pending,,150.8,,,Accessoires 6,Mode,2025-08,150.8
eYbvBqSa6nOO,2025-10-07 09:10:51,374,DE,Hamburg,1135,Mode,Chaussures,53.25,1.0,,interac,mobile,app,friend,0,,paid,,53.25,,,Chaussures 16,Mode,2025-10,53.25
Qhwj1xNSOwnE,2025-09-09 21:59:28,50,MA,Marrakech,1212,Sport,Cyclisme,39.53,5.0,WELCOME10,crypto,desktop,web,friend,0,,pending,,197.65,,,Cyclisme 13,Sport,2025-09,197.65
3D98ybwzR4jM,2025-07-23 06:30:50,1976,DE,Berlin,1124,Mode,Chaussures,32.9,2.0,,crypto,mobile,app,direct,0,,paid,,65.8,,,Chaussures 5,Mode,2025-07,65.8
WsgBPHa6f379,2025-07-18 21:42:00,1896,FR,Paris,1282,Beauté,Cheveux,54.22,5.0,STUDENT,paypal,mobile,web,newsletter,0,,paid,,271.1,,,Cheveux 3,Beauté,2025-07,271.1
GhtGZegyyiWp,2025-09-26 23:25:35,1503,FR,Toulouse,1299,Beauté,Cheveux,33.61,3.0,,interac,mobile,marketplace,newsletter,0,,paid,,100.83,,,Cheveux 20,Beauté,2025-09,100.83
pzsouB0KwWLX,2025-09-29 09:32:35,577,DE,Hamburg,1255,Beauté,Soins,19.26,1.0,,paypal,mobile,marketplace,newsletter,0,,failed,,19.26,,,Soins 16,Beauté,2025-09,19.26
pxddmJq4iyry,2025-10-03 09:19:21,165,FR,Lyon,1148,Mode,Vêtements,31.85,2.0,BLACKFRIDAY,paypal,desktop,web,newsletter,0,,pending,,63.7,,,Vêtements 9,Mode,2025-10,63.7
UBlCYXXIxRKR,2025-10-10 19:22:51,449,DE,Berlin,1258,Beauté,Soins,30.63,1.0,BLACKFRIDAY,interac,tablet,web,friend,0,,paid,,30.63,,,Soins 19,Beauté,2025-10,30.63
7j34d9PxR2Vv,2025-10-01 22:19:29,1637,MA,Casablanca,1211,Sport,Cyclisme,43.28,1.0,ÉTÉ2025,paypal,mobile,web,newsletter,0,,paid,,43.28,,,Cyclisme 12,Sport,2025-10,43.28
90IUp3OvmUIB,2025-07-23 11:45:29,345,MA,Marrakech,1081,Maison,Décoration,29.33,1.0,WELCOME10,crypto,mobile,web,tiktok,0,,paid,,29.33,,,Décoration 2,Maison,2025-07,29.33
RlPgZ8AFzVtC,2025-08-06 05:57:48,1101,CA,Québec,1194,Sport,Fitness,26.75,3.0,WELCOME10,interac,desktop,marketplace,friend,0,,paid,,80.25,,,Fitness 15,Sport,2025-08,80.25
3tpfYIGM6aPf,2025-07-03 14:02:41,1741,DE,Hamburg,1240,Beauté,Soins,16.51,5.0,,card,desktop,web,tiktok,0,,pending,,82.55000000000001,,,Soins 1,Beauté,2025-07,82.55000000000001
lifcG7cR8IYU,2025-08-06 22:16:58,1039,US,Seattle,1269,Beauté,Maquillage,26.19,1.0,,interac,desktop,web,google,0,,paid,,26.19,,,Maquillage 10,Beauté,2025-08,26.19
BnqWsilRDEpW,2025-08-13 00:59:51,1016,FR,Paris,1234,Sport,Randonnée,71.66,1.0,STUDENT,card,mobile,marketplace,friend,0,,paid,,71.66,,,Randonnée 15,Sport,2025-08,71.66
4oFNZ9HUR1z5,2025-08-08 04:00:12,671,DE,Munich,1147,Mode,Vêtements,12.68,1.0,WELCOME10,card,mobile,web,google,0,,paid,,12.68,,,Vêtements 8,Mode,2025-08,12.68
ovEJOLHZyADS,2025-08-28 10:42:30,1429,MA,Rabat,1040,Électronique,Tablettes,35.49,1.0,,crypto,mobile,app,instagram,0,,pending,,35.49,,,Tablettes 1,Électronique,2025-08,35.49
rNn5w2vMfFtK,2025-10-14 15:51:38,1573,FR,Marseille,1127,Mode,Chaussures,18.48,1.0,,paypal,mobile,app,direct,0,,paid,,18.48,,,Chaussures 8,Mode,2025-10,18.48
0X1pefTuFj4f,2025-10-01 20:01:26,888,CA,Québec,1039,Électronique,Écouteurs,27.07,1.0,STUDENT,crypto,mobile,app,google,0,,paid,,27.07,,,Écouteurs 20,Électronique,2025-10,27.07
xhqjVcXaaVDR,2025-08-25 16:54:11,40,DE,Berlin,1246,Beauté,Soins,19.35,3.0,STUDENT,card,desktop,web,instagram,0,,paid,,58.050000000000004,,,Soins 7,Beauté,2025-08,58.050000000000004
l9FtOsTVsros,2025-07-12 11:28:01,1214,FR,Toulouse,1044,Électronique,Tablettes,11.71,5.0,WELCOME10,interac,desktop,app,tiktok,0,,pending,,58.550000000000004,,,Tablettes 5,Électronique,2025-07,58.550000000000004
RuPjixPcsq9G,2025-09-14 01:58:05,8,CA,Vancouver,1195,Sport,Fitness,29.74,3.0,ÉTÉ2025,paypal,mobile,web,tiktok,0,,paid,,89.22,,,Fitness 16,Sport,2025-09,89.22
fExdCyKC3IrD,2025-07-02 03:50:17,1970,CA,Vancouver,1101,Maison,Literie,19.88,1.0,STUDENT,interac,desktop,web,tiktok,0,,paid,,19.88,,,Literie 2,Maison,2025-07,19.88
vWXFypJ9k2Vw,2025-07-06 05:18:35,449,MA,Casablanca,1260,Beauté,Maquillage,15.43,1.0,,paypal,tablet,web,instagram,0,,paid,,15.43,,,Maquillage 1,Beauté,2025-07,15.43
AI9v5b2sqcbr,2025-10-14 19:37:32,514,FR,Paris,1239,Sport,Randonnée,37.57,2.0,BLACKFRIDAY,interac,desktop,web,direct,0,,paid,,75.14,,,Randonnée 20,Sport,2025-10,75.14
OzD1xRRCKZwH,2025-07-11 14:57:48,1137,MA,Rabat,1201,Sport,Cyclisme,32.47,5.0,BLACKFRIDAY,interac,mobile,web,tiktok,0,,paid,,162.35,,,Cyclisme 2,Sport,2025-07,162.35
7oLalCbHUAIk,2025-08-25 16:54:39,715,US,San Francisco,1179,Mode,Accessoires,95.59,1.0,,crypto,mobile,app,newsletter,0,,failed,,95.59,,,Accessoires 20,Mode,2025-08,95.59
Xy9kusrC59TW,2025-09-15 15:17:32,1130,FR,Toulouse,1019,Électronique,Téléphones,12.11,1.0,BLACKFRIDAY,paypal,mobile,app,newsletter,0,,paid,,12.11,,,Téléphones 20,Électronique,2025-09,12.11
LJeeAJlflpRS,2025-07-06 08:11:41,1795,US,San Francisco,1061,Maison,Cuisine,22.36,1.0,,crypto,mobile,marketplace,instagram,0,,paid,,22.36,,,Cuisine 2,Maison,2025-07,22.36
ZLzPbq4GyQkR,2025-10-02 17:58:25,975,MA,Marrakech,1165,Mode,Accessoires,30.16,1.0,,interac,mobile,app,friend,0,,paid,,30.16,,,Accessoires 6,Mode,2025-10,30.16
Y9RKQhe1IgyH,2025-09-16 21:01:24,1607,FR,Paris,1129,Mode,Chaussures,19.07,1.0,STUDENT,crypto,mobile,app,friend,0,,refunded,,19.07,,,Chaussures 10,Mode,2025-09,19.07
2b43Gmn1Fm6w,2025-08-13 03:40:54,937,MA,Casablanca,1033,Électronique,Écouteurs,14.46,2.0,,card,mobile,app,direct,0,,paid,,28.92,,,Écouteurs 14,Électronique,2025-08,28.92
RtVIdIqzmCeP,2025-09-12 06:12:02,1363,MA,Casablanca,1247,Beauté,Soins,17.7,2.0,,interac,desktop,marketplace,google,0,,refunded,,35.4,,,Soins 8,Beauté,2025-09,35.4
tfhNuGfOqjZd,2025-07-04 16:57:07,125,DE,Berlin,1033,Électronique,Écouteurs,14.46,5.0,BLACKFRIDAY,interac,mobile,web,newsletter,0,,refunded,,72.30000000000001,,,Écouteurs 14,Électronique,2025-07,72.30000000000001
av0EdhDGMWKH,2025-08-09 17:56:36,1852,US,Seattle,1275,Beauté,Maquillage,30.91,1.0,,crypto,desktop,app,instagram,0,,pending,,30.91,,,Maquillage 16,Beauté,2025-08,30.91
USCXtlVRmBIx,2025-09-22 16:48:09,1773,MA,Rabat,1070,Maison,Cuisine,29.39,1.0,,interac,mobile,web,instagram,0,,paid,,29.39,,,Cuisine 11,Maison,2025-09,29.39
MIYXdxXXQzHN,2025-09-08 15:54:00,118,CA,Gatineau,1153,Mode,Vêtements,27.55,1.0,WELCOME10,card,mobile,web,google,0,,failed,,27.55,,,Vêtements 14,Mode,2025-09,27.55
Em3GbQfUErVb,2025-07-30 20:10:49,194,DE,Hamburg,1062,Maison,Cuisine,14.11,1.0,,paypal,mobile,app,instagram,0,,failed,,14.11,,,Cuisine 3,Maison,2025-07,14.11
41E7xYa22xad,2025-10-05 06:16:20,1623,CA,Vancouver,1266,Beauté,Maquillage,55.49,1.0,,card,desktop,web,instagram,0,,paid,,55.49,,,Maquillage 7,Beauté,2025-10,55.49
qMC3LOw9nFi9,2025-08-18 15:41:36,1303,MA,Casablanca,1205,Sport,Cyclisme,15.35,1.0,ÉTÉ2025,paypal,mobile,web,friend,0,,paid,,15.35,,,Cyclisme 6,Sport,2025-08,15.35
XBtaM7j1XrVf,2025-07-26 03:13:46,356,FR,Lyon,1289,Beauté,Cheveux,17.97,1.0,WELCOME10,crypto,mobile,boutique,tiktok,0,,paid,,17.97,,,Cheveux 10,Beauté,2025-07,17.97
Bvwi7qTFI84Y,2025-07-31 06:44:15,1951,MA,Marrakech,1220,Sport,Randonnée,78.05,5.0,,crypto,mobile,web,friend,0,,paid,,390.25,,,Randonnée 1,Sport,2025-07,390.25
iAp6nrWE1Rjq,2025-07-09 08:22:08,909,US,Seattle,1064,Maison,Cuisine,36.83,3.0,WELCOME10,card,mobile,app,tiktok,0,,paid,,110.49,,,Cuisine 5,Maison,2025-07,110.49
UHLfpoVybmyy,2025-08-27 10:46:46,1858,DE,Berlin,1041,Électronique,Tablettes,26.73,1.0,,card,mobile,web,direct,0,,paid,,26.73,,,Tablettes 2,Électronique,2025-08,26.73
PdfX62B7eKDG,2025-07-23 10:35:25,1223,US,Boston,1032,Électronique,Écouteurs,24.37,1.0,WELCOME10,crypto,mobile,app,tiktok,0,,paid,,24.37,,,Écouteurs 13,Électronique,2025-07,24.37
ihTC11GKlKM0,2025-08-08 12:59:04,304,DE,Berlin,1045,Électronique,Tablettes,17.12,2.0,STUDENT,card,mobile,boutique,direct,0,,refunded,,34.24,,,Tablettes 6,Électronique,2025-08,34.24
V5KjTpCCxLei,2025-08-30 14:27:32,1249,MA,Rabat,1062,Maison,Cuisine,14.11,5.0,WELCOME10,crypto,desktop,web,tiktok,0,,paid,,70.55,,,Cuisine 3,Maison,2025-08,70.55
Py9zDr7ct7FN,2025-08-25 22:53:03,1225,FR,Toulouse,1261,Beauté,Maquillage,23.81,1.0,ÉTÉ2025,interac,mobile,web,direct,0,,paid,,23.81,,,Maquillage 2,Beauté,2025-08,23.81
dsCMOLTGBlyK,2025-07-04 11:21:42,1861,DE,Berlin,1240,Beauté,Soins,16.51,2.0,WELCOME10,crypto,desktop,web,friend,0,,paid,"Livraison express, signature exigée",33.02,,,Soins 1,Beauté,2025-07,33.02
qIJBMoaH7wgB,2025-08-28 22:07:50,301,US,San Francisco,1007,Électronique,Téléphones,36.01,1.0,,interac,mobile,web,google,0,,paid,,36.01,,,Téléphones 8,Électronique,2025-08,36.01
6umEh51j53Xn,2025-08-12 21:49:58,1890,US,Seattle,1167,Mode,Accessoires,63.33,2.0,BLACKFRIDAY,crypto,desktop,web,direct,0,,refunded,,126.66,,,Accessoires 8,Mode,2025-08,126.66
FuOMS0Mdkohu,2025-10-10 23:42:25,363,MA,Rabat,1156,Mode,Vêtements,62.36,1.0,STUDENT,interac,mobile,web,friend,0,,paid,,62.36,,,Vêtements 17,Mode,2025-10,62.36
ii51d6COupbt,2025-08-01 13:46:50,1371,FR,Toulouse,1048,Électronique,Tablettes,29.13,5.0,,card,mobile,web,newsletter,0,,paid,,145.65,,,Tablettes 9,Électronique,2025-08,145.65
